Title,Success
Thermodynamics of quantum systems with multiple conserved quantities,38.91
A native promoter and inclusion of an intron is necessary for efficient expression of GFP or mRFP in Armillaria mellea,10.86
Two-Gap Superconductivity in LaNiGa2 with Nonunitary Triplet Pairing and even Parity Gap Symmetry,20.08
"Trade and exchange in Anglo-Saxon Wessex, c AD 600-780 [Commerce et échanges dans le Wessex, à la période anglo-saxonne, entre environ 600 et 780] [Handel und Austausch im angelsächsischen Wessex, ca. 600-780 n.Chr.] [Commerci e scambi nel Wessex durante il periodo anglosassone (600-780 d.C. ca)]",3.08
Classical communication cost of quantum steering,Journal Not Found
"The role of benthic biofilm production in the mediation of silicon cycling in the Severn Estuary, UK",4.11
Outcome of combined orthodontic-surgical treatment in a United Kingdom university dental institute,7.11
A variant of the Euclid-Mullin sequence containing every prime,3.91
Effective practices for the concept design of electromechanical systems,4.11
"Assistive devices, hip precautions, environmental modifications and training to prevent dislocation and improve function after hip arthroplasty",10.03
The Limits of the Shanghai Bridgehead: Understanding British Intervention in the Taiping Rebellion 1860–62,2.8
"Economic, social and embodied cultural capitals as shapers and predictors of boys' educational aspirations",3.9
Towards deliberative and pragmatic co-management: a comparison between inshore fisheries authorities in England and Scotland,10.63
The fate of surface cell layers of Daucus carota (L.) embryos raised in suspension culture,5.79
Combining geometric morphometrics and finite element analysis with evolutionary modeling: towards a synthesis,21.56
Ideological uncertainty and the path of convergence: the impact of the 1970s in France and the UK,1.8
Patrick Suppes and game theory,2.34
Apian Allusion in The Picture of Dorian Gray (1891),1.55
Re-interpreting relevant learning: an evaluative framework for secondary education in a global language,6.22
"Language-in-education policy in low-income, postcolonial contexts: towards a social justice approach",12.22
Towards individualising couple finance: women’s housing assets and household decisions in Japan [Hacia la individualización de la finanza de la pareja: los bienes de la vivienda de la mujer y las decisiones hogareñas en Japón],4.18
What Makes a (Third) Wave?: HOW AND WHY THE THIRD-WAVE NARRATIVE WORKS FOR CONTEMPORARY FEMINISTS,9.53
On the move: globalising higher education in Europe and beyond,5.3
English as a medium of instruction in East Asia’s higher education sector: a critical realist Cultural Political Economy analysis of underlying logics,6.22
How well can we predict educational outcomes? Examining the roles of cognitive ability and social position in educational attainment,6.65
Neutron diffraction as a probe of liquid and glass structures under extreme conditions,1.78
Effect of crystallization kinetics on the properties of spray dried microparticles,18.59
Exploring the potential for language supportive learning in English medium instruction: a Rwandan case study,8.22
Exploring the Relationships Between Independent Listening and Listening-Reading-Writing Tasks in Chinese Language Testing: Toward a Better Understanding of the Construct Underlying Integrated Writing Tasks,5.74
Environmental enrichment for parrot species: Are we squawking up the wrong tree?,5.47
The Relation between Kin and Multilevel Selection: An Approach Using Causal Graphs,19.34
On the Heat Content of a Polygon,7.46
Nonlinear spontaneous symmetry breaking in active polar films,2.74
Design of 370-ps Delay Floating-Voltage Level Shifters With 30-V/ns Power Supply Slew Tolerance,7.38
Investigation of colloidal graphite as a matrix for matrix-assisted laser desorption/ionisation mass spectrometry of low molecular weight analytes,8.42
Expression of prolyl hydroxylases 2 and 3 in chick embryos,5.11
The effect of pressure on sulphur speciation in mid- to deep-crustal arc magmas and implications for the formation of porphyry copper deposits,27.89
Adolescent-to-Parent Violence in Adoptive Families,5.12
Older people's exercising of choice in long-term care: A comparative analysis of England and Japan,4.24
Rotated Subgrids in the FDTD Method,7.15
Risk of nosocomial respiratory syncytial virus infection and effectiveness of control measures to prevent transmission events: a systematic review,22.38
A Multiphysics Design Methodology Applied to a High-Force-Density Short-Duty Linear Actuator,12.55
Planning For 5G: A Problem Structuring Approach for Survival in the Telecoms Industry,2.68
Association between neonatal resuscitation and a single nucleotide polymorphism rs1835740,3.03
Big data and hydroinformatics,7.19
Aerodynamic and aeroacoustic performance of airfoils with morphing structures,32.68
Oxidative injury in multiple sclerosis cerebellar grey matter,14.52
"Interpretation of bending/torsion coupling for swept, nonhomogenous wings",5.2
Managed Activity Graded Exercise in Teenagers and pre-Adolescents (MAGENTA) feasibility randomised controlled trial: Study protocol,6.09
Rituximab in autoimmune connective tissue disease-associated interstitial lung disease,21.09
Unilateral pleural effusions with more than one apparent etiology: A prospective observational study,8.16
Carbonate rocks and related facies with vestiges of biomarkers: Clues to redox conditions in the Mesoproterozoic ocean,10.68
Hybrid auxetic foam and perforated plate composites for human body support,7.17
The impact of donor age and endothelial cell density on graft survival following penetrating keratoplasty,10.76
Accounting for heritage assets: Does measuring economic value ‘kill the cat’?,12.68
Urban geography and protest mobilization in Africa,7.32
Cyanobacterial evolution during the Precambrian,19.76
Improving clustering performance by incorporating uncertainty,7.5
Multimodal imaging in acute posterior multifocal placoid pigment epitheliopathy demonstrating obstruction of the choriocapillaris,14.16
Amorphous-amorphous phase separation in hydrophobically-modified starch-sucrose blends II. Crystallinity and local free volume investigation using wide-angle X-ray scattering and positron annihilation lifetime spectroscopy,13.75
Proof of Perturbational Duality between Classical Cavities and Planar Resonators with Magnetic Side-Walls,5
Men living with long-term conditions: exploring gender and improving social care,6.45
Parental suicide attempt and offspring educational attainment during adolescence in the Avon Longitudinal Study of Parents and Children (ALSPAC) birth cohort,8.68
"Accurate Sample Assignment in a Multiplexed, Ultrasensitive, High-Throughput Sequencing Assay for Minimal Residual Disease",13.79
A spatiotemporal theory for MRI T2 relaxation time and apparent diffusion coefficient in the brain during acute ischaemia: Application and validation in a rat acute stroke model,7.57
Picture yourself: Self-focus and the endowment effect in preschool children,16.2
Assimilation of microbial and plant carbon by active prokaryotic and fungal populations in glacial forefields,10.13
Individual vs. Non-individual acoustic signalling in African woodland dormice (Graphiurus murinus),5.01
Discrete postprocessing of total cloud cover ensemble forecasts,6.91
Increased rates of large-magnitude explosive eruptions in Japan in the late Neogene and Quaternary,11.56
"Predictions of future grazing season length for European dairy, beef and sheep farms based on regression with bioclimatic variables",7.93
Health-related quality of life in locally advanced and metastatic breast cancer: methodological and clinical issues in randomised controlled trials,32.85
BCL-3 expression promotes colorectal tumorigenesis through activation of AKT signalling,20.32
In silico Structural characterization of podocin and assessment of nephrotic syndrome-associated podocin mutants,5.79
Microvascular disease and risk of cardiovascular events among individuals with type 2 diabetes: A population-level cohort study,40.17
Failures of weak approximation in families,9.74
Ant larvae regulate worker foraging behavior and ovarian activity in a dose-dependent manner,10.9
