Title,Total Abstract Length,Perc common English words,Perc common technical words,Perc keywords
Simultaneous and intercontinental tests show synchronism between the local gravimetric tide and the ultra-weak photon emission in seedlings of different plant species,48,29.17,12.5,58.33
Large optical Stark shifts in single quantum dots coupled to core-shell GaAs/AlGaAs nanowires,243,30.04,16.05,53.91
Ethnic differences in the clustering and outcomes of health behaviours during pregnancy: results from the Born in Bradford cohort,140,36.43,7.86,55.71
Temperature and volume of global marine sediments,271,31,18.08,50.92
Isotopic signature of dissolved iron delivered to the Southern Ocean from hydrothermal vents in the East Scotia Sea,154,27.92,18.18,53.9
"2,000 families: Identifying the research potential of an origins-of-migration study",175,30.29,23.43,46.29
Barrier-layer optimization for enhanced GaN-on-diamond device cooling,189,37.57,13.23,49.21
Elementary methods for incidence problems in finite fields,206,30.1,11.17,58.74
Improving mechanical and magnetocaloric responses of amorphous melt-extracted Gd-based microwires via nanocrystallization,345,27.25,15.65,57.1
Biomarkers and Functional Decline in Prodromal Alzheimer's Disease,282,30.14,17.02,52.84
The implications of eco-evolutionary processes for the emergence of marine plankton community biogeography,153,37.25,16.34,46.41
UK audit of quantitative thyroid uptake imaging,128,31.25,9.38,59.38
"Combining old and new evidence to increase the known biodiversity value of the Sahamalaza Peninsula, Northwest Madagascar",368,30.16,15.76,54.08
Selective use of contemporary drug-eluting stents in primary angioplasty for ST-elevation myocardial infarction: Pooled analysis of COMFORTABLE AMI and EXAMINATION,139,35.97,25.18,38.85
Giant magmatic water reservoirs at mid-crustal depth inferred from electrical conductivity and the growth of the continental crust,194,36.6,8.25,55.15
First complete mitochondrial genomes of molossid bats (Chiroptera: Molossidae),202,44.06,19.31,36.63
"Spectroscopic and electrical signatures of acceptor states in solution processed Cu2ZnSn(S,Se)4 solar cells",216,34.72,13.43,51.85
Single-slot hybrid microring resonator hydrogen sensor,197,32.49,16.75,50.76
A specific profile of luteal phase progesterone is associated with the development of premenstrual symptoms,308,36.04,18.51,45.45
Immediate chest X-ray for patients at risk of lung cancer presenting in primary care: Randomised controlled feasibility trial,109,25.69,13.76,60.55
Analysis and design for the moderately deep postbuckling behavior of composite plates,156,36.54,17.95,45.51
In utero exposure to atrazine analytes and early menarche in the Avon Longitudinal Study of Parents and Children Cohort,263,29.28,14.45,56.27
"Sea-level changes in the Lopingian (late Permian) of the northwestern Tethys and their effects on the terrestrial palaeoenvironments, biota and fossil preservation",241,34.85,15.35,49.79
Thermal ring-opening polymerization of an unsymmetrical silicon-bridged [1]ferrocenophane in coordination nanochannels,88,29.55,18.18,52.27
"Polygenic risk, personality dimensions, and adolescent alcohol use problems: A longitudinal study",213,33.33,21.13,45.54
"How empowering is hospital care for older people with advanced disease? Barriers and facilitators from a cross-national ethnography in England, Ireland and the USA",361,36.57,11.63,51.8
Ambient mixing ratios of atmospheric halogenated compounds at five background stations in China,239,38.08,22.59,39.33
The expression of the BPIFB4 and CXCR4 associates with sustained health in long-living individuals from Cilento-Italy,270,41.48,17.78,40.74
Ixodes ventalloi: morphological and molecular support for species integrity,422,31.28,17.54,51.18
European emissions of the powerful greenhouse gases hydrofluorocarbons inferred from atmospheric measurements and their comparison with annual national reports to UNFCCC,217,27.65,13.36,58.99
A spatiotemporal clustering model for the third uniform California earthquake rupture forecast (UCERF3-ETAS): Toward an operational earthquake forecast,290,28.28,17.24,54.48
Bridgmanite-like crystal structure in the novel Ti-rich phase synthesized at transition zone condition,202,29.21,16.34,54.46
Education and coronary heart disease: Mendelian randomisation study,196,32.65,13.78,53.57
Rhodium-catalyzed C-H bond activation for the synthesis of quinonoid compounds: Significant Anti-Trypanosoma cruzi activities and electrochemical studies of functionalized quinones,189,34.92,16.4,48.68
"Sleep Apnea, Disability Pensions, and Cause-Specific Mortality: A Swedish Nationwide Register Linkage Study",215,32.09,7.91,60
"Ambient air pollution, traffic noise and adult asthma prevalence: a BioSHaRE approach",214,30.84,13.55,55.61
Calculation method and application of loss of life caused by dam break in China,261,32.57,14.56,52.87
Carnivorous sponges (Porifera : DDDemospongiae : PPPoecilosclerida : CCCladorhizidae) from the Drake Passage (Southern Ocean) with a description of eight new species and a review of the family Cladorhizidae in the Southern Ocean,390,30.51,19.23,50.26
Joint inversion estimate of regional glacial isostatic adjustment in Antarctica considering a lateral varying Earth structure (ESA STSE Project REGINA),205,33.66,11.71,54.63
Fabrication and Numerical Characterization of Infrared Metamaterial Absorbers for Refractometric Biosensors,135,28.15,17.78,54.07
Associations of Vigorous-Intensity Physical Activity with Biomarkers in Youth,133,35.34,18.8,45.86
The Rate of Change in Alcohol Misuse Across Adolescence is Heritable,207,37.68,14.49,47.83
Novel association of TM6SF2 rs58542926 genotype with increased serum tyrosine levels and decreased apoB-100 particles in finns,146,33.56,17.81,48.63
The abundance of ultra-diffuse galaxies from groups to clusters UDGs are relatively more common in more massive haloes,111,30.63,12.61,56.76
"The most distant, luminous, dusty star-forming galaxies: Redshifts from NOEMA and ALMA spectral scans",100,33,8,59
The 6-GHz multibeam maser survey - II. Statistical analysis and Galactic distribution of 6668-MHz methanol masers,212,35.85,11.79,52.36
Emergence and evolution of Santa Maria Island (azores)- The conundrum of uplifted islands revisited,265,38.87,9.81,51.32
Socioeconomic position and outdoor nitrogen dioxide (NO2) exposure in Western Europe: A multi-city analysis,162,30.86,14.81,54.32
"A review of the coordination chemistry of hydrothermal systems, or do coordination changes make ore deposits?",104,31.73,11.54,56.73
Unraveling complex hydrogeological processes in Andean basins in south-central Chile: An integrated assessment to understand hydrological dissimilarity,180,42.22,11.67,46.11
Liquid crystal defects in the Landau-de Gennes theory in two dimensions - Beyond the one-constant approximation,330,36.67,24.55,38.79
Randomized trial of bilateral versus single internal-thoracic-artery grafts,176,36.93,13.64,49.43
Experimentally determined site-specific reactivity of the gas-phase OH and Cl + i-butanol reactions between 251 and 340 K,222,46.85,10.81,42.34
Structure in sheared supercooled liquids: Dynamical rearrangements of an effective system of icosahedra,211,29.86,11.85,58.29
Interventions to improve adherence to lipid-lowering medication,187,39.57,18.18,42.25
Observing eruptions of gas-rich compressible magmas from space,111,37.84,22.52,39.64
Palladium–nickel materials as cathode electrocatalysts for alkaline fuel cells,101,31.68,10.89,57.43
Dressings for the prevention of surgical site infection,144,34.03,10.42,55.56
PI16 is a shear stress and inflammation-regulated inhibitor of MMP2,160,35,16.25,48.75
Earliest direct evidence of plant processing in prehistoric Saharan pottery,326,33.13,10.43,56.44
Trajectories of need: understanding patients’ use of support during the journey through knee replacement,222,35.14,9.46,55.41
Regenerable Radical-Trapping Tellurobistocopherol Antioxidants,107,30.84,14.02,55.14
The behaviour of Cu and Zn isotopes during soil development: Controls on the dissolved load of rivers,413,32.45,15.5,52.06
Low carbon warehouse management under cap-and-trade policy,119,38.66,9.24,52.1
"Paracetamol (acetaminophen) or non-steroidal anti-inflammatory drugs, alone or combined, for pain relief in acute otitis media in children",108,29.63,10.19,60.19
3D printed polyurethane honeycombs for repeated tailored energy absorption,278,32.73,15.11,52.16
Lagrangian descriptors for stochastic differential equations: A tool for revealing the phase portrait of stochastic dynamical systems,322,38.82,20.81,40.37
Usefulness of serum cardiac troponin I concentration as a marker of survival of harbor seal (Phoca vitulina) pups during rehabilitation,244,36.89,12.3,50.82
Highly sensitive determination of atropine using cobalt oxide nanostructures: Influence of functional groups on the signal sensitivity,160,41.25,11.88,46.88
"Spin-based single-photon transistor, dynamic random access memory, diodes, and routers in semiconductors",266,36.84,18.8,44.36
Double-Negative Mechanical Metamaterials Displaying Simultaneous Negative Stiffness and Negative Poisson's Ratio Properties,280,39.29,16.43,44.29
Neural correlates of fear in the periaqueductal gray,194,34.02,7.22,58.76
Quantifying species contributions to ecosystem processes: A global assessment of functional trait and phylogenetic metrics across avian seed-dispersal networks,255,40.39,14.51,45.1
Fock-Matrix Corrections in Density Functional Theory and Use in Embedded Mean-Field Theory,169,40.83,16.57,42.6
Integrated optical vortex beam receivers,226,38.5,16.81,44.69
Energy dissipation rate limits for flow through rough channels and tidal flow across topography,108,36.11,18.52,45.37
Structural Basis of the Mispairing of an Artificially Expanded Genetic Information System,209,34.93,29.67,35.41
‘For her protection and benefit’: the regulation of marriage-related migration to the UK,199,36.18,5.53,58.29
Prehospital critical care for out-of-hospital cardiac arrest: An observational study examining survival and a stakeholder-focused cost analysis,156,32.05,10.9,57.05
Pericyte Seeded Dual Peptide Scaffold with Improved Endothelialization for Vascular Graft Tissue Engineering,203,33.99,16.26,49.75
Crystal nucleation as the ordering of multiple order parameters,193,35.75,14.51,49.74
Use of a booster dose of capsular group C meningococcal glycoconjugate vaccine to demonstrate immunologic memory in children primed with one or two vaccine doses in infancy,82,25.61,9.76,64.63
Job insecurity and risk of diabetes: A meta-analysis of individual participant data,107,41.12,14.02,44.86
Controlling local order of athermal self-propelled particles,173,29.48,11.56,58.96
Gamma-glutamyltransferase—friend or foe within?,211,37.44,8.53,54.03
A review of raman thermography for electronic and opto-electronic device measurement with submicron spatial and nanosecond temporal resolution,235,39.15,14.47,46.38
How long do patients with chronic disease expect to live? A systematic review of the literature,238,34.03,15.97,50
"Geoengineering, moral hazard, and trust in climate science: evidence from a survey experiment in Britain",148,39.86,9.46,50.68
Temporal correlation of interference in bounded mobile Ad Hoc networks with blockage,133,35.34,6.77,57.89
A Pólya–Szegö inequality in a Fermi metric,367,38.69,10.9,50.41
Music Listening Activities in the Digital Age: An Act of Cultural Participation through Adequate Music,273,37,16.48,46.52
